시나리오별,지역,성별,연령,항목,단위,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,년도
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,5 0 9세,추계인구,0.0,142804.0,137443.0,133556.0,130650.0,129308.0,128876.0,127001.0,125474.0,122096.0,117623.0,111099.0,105867.0,99907.0,94425.0,89858.0,86738.0,85191.0,83479.0,80470.0,74963.0,67885.0,62602.0,57412.0,53056.0,49904.0,47796.0,46922.0,47411.0,48378.0,49331.0,49579.0,50019.0,49619.0,48721.0,47697.0,46608.0,45194.0,42846.0,40283.0,38216.0,35491.0,33019.0,31792,31368,30723,30461,30854,30733,30173,29606,29231,28448,27330,25768,24562,23095,21461,20277,19258,18295,17394,16832,16501,16463,16716,17225,17814,18316,18725,19040,19261,19403,19482,19470,19338,19108,18809,18449,18091,17781,17506,17248,16985,142804.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,10 0 14세,추계인구,0.0,131007.0,131903.0,133310.0,132017.0,128571.0,124815.0,121381.0,118140.0,115542.0,114665.0,114905.0,114637.0,114221.0,111688.0,107411.0,102249.0,96858.0,90880.0,84731.0,79636.0,75597.0,74495.0,73484.0,71578.0,68065.0,63208.0,59191.0,54716.0,51409.0,49061.0,47596.0,46863.0,46909.0,47145.0,47505.0,47662.0,47811.0,47320.0,46821.0,46484.0,45937.0,44827.0,42748,40199,37960,35273,32933,31642,31117,30489,30395,30797,30821,30223,29642,29358,28442,27270,25875,24732,23191,21499,20263,19195,18200,17279,16699,16358,16323,16580,17097,17693,18206,18626,18952,19182,19335,19426,19428,19304,19082,18786,18430,131007.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,15 0 19세,추계인구,0.0,79777.0,84164.0,88249.0,92665.0,96273.0,98479.0,99538.0,99714.0,99008.0,96759.0,93517.0,89954.0,86926.0,84544.0,83104.0,82690.0,83880.0,84425.0,83693.0,81400.0,77638.0,74359.0,70848.0,67624.0,65374.0,64383.0,64629.0,65098.0,64977.0,63298.0,59821.0,55438.0,51302.0,48234.0,45997.0,44270.0,43561.0,44603.0,45788.0,46812.0,47275.0,47980.0,47965,47641,47004,46366,44863,42981,40908,38635,35006,32824,32111,31384,30396,30170,30559,30576,30108,29672,29428,28570,27443,26065,24908,23332,21611,20333,19222,18203,17272,16689,16333,16294,16556,17078,17675,18193,18619,18953,19193,19356,19458,79777.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,20 0 24세,추계인구,0.0,56799.0,58377.0,60053.0,61049.0,62937.0,67007.0,71010.0,74088.0,77124.0,79698.0,80751.0,81334.0,81098.0,78931.0,75198.0,71317.0,69094.0,66630.0,63993.0,61964.0,61243.0,61904.0,62407.0,62214.0,61061.0,59067.0,56916.0,54688.0,53417.0,52657.0,52883.0,53767.0,53725.0,52784.0,51307.0,49090.0,46115.0,42823.0,40217.0,39298.0,39509.0,41267.0,42786,43823,44312,44736,46133,45563,45093,44420,43350,41901,40513,38521,36638,33556,30935,29655,29294,28676,28633,29070,29125,28747,28409,28242,27523,26542,25249,24123,22556,20896,19657,18575,17610,16749,16201,15865,15866,16141,16647,17206,17685,56799.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,25 0 29세,추계인구,0.0,66741.0,61633.0,58670.0,57258.0,56042.0,54668.0,55215.0,55570.0,55983.0,57661.0,61463.0,65883.0,69500.0,72870.0,75484.0,77357.0,76838.0,75078.0,72239.0,68196.0,63725.0,60941.0,58430.0,56434.0,55098.0,54176.0,55020.0,56372.0,57274.0,57444.0,56430.0,54526.0,51660.0,48696.0,46306.0,45087.0,44434.0,44533.0,44394.0,43556.0,41089.0,38810.0,36485,35153,34730,34855,35118,36015,36946,37345,37727,38203,38205,38271,37606,37545,36869,35373,33553,32015,29630,27653,26769,26626,26124,26135,26581,26671,26369,26138,26102,25518,24661,23490,22455,20978,19422,18241,17205,16306,15516,15011,14689,66741.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,30 0 34세,추계인구,0.0,67904.0,66928.0,66202.0,64083.0,61620.0,59031.0,54877.0,52104.0,50269.0,48556.0,46554.0,48236.0,50064.0,51653.0,53931.0,56284.0,61349.0,63809.0,66228.0,67722.0,67678.0,67716.0,67049.0,65505.0,63140.0,60338.0,58954.0,57566.0,56663.0,56988.0,57596.0,58198.0,58370.0,58152.0,57172.0,55524.0,52846.0,50104.0,47955.0,46084.0,45800.0,45716.0,46175,45680,44634,42610,40384,37729,35907,35293,35290,35294,36619,37684,38202,38820,39642,39287,39086,38534,38380,37628,36147,34357,32870,30620,28725,27869,27767,27303,27332,27780,27918,27662,27472,27466,26901,26036,24816,23696,22121,20468,19184,67904.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,35 0 39세,추계인구,0.0,54302.0,55530.0,56797.0,58024.0,58688.0,59082.0,58639.0,58123.0,56809.0,54729.0,52338.0,49100.0,46852.0,45331.0,44081.0,43447.0,43170.0,44606.0,45340.0,46600.0,50233.0,53511.0,56363.0,59149.0,61566.0,63066.0,63984.0,65047.0,65608.0,64506.0,62673.0,60825.0,58801.0,56753.0,56857.0,56746.0,57041.0,57412.0,57795.0,56985.0,55665.0,53843.0,51856,49896,47758,47521,47626,48376,47984,46864,44781,42422,39971,37785,36670,36722,36804,37862,38959,39823,40475,41283,40936,40739,40153,39931,39132,37622,35775,34260,32023,30099,29217,29133,28691,28714,29173,29351,29109,28923,28925,28361,27461,54302.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,40 0 44세,추계인구,0.0,44202.0,44862.0,45588.0,46147.0,46721.0,47720.0,49182.0,50386.0,51581.0,52628.0,53187.0,53208.0,53182.0,52005.0,49974.0,48074.0,45566.0,43510.0,41856.0,40396.0,38624.0,39802.0,40849.0,41929.0,43754.0,46748.0,50013.0,52703.0,56365.0,60465.0,62776.0,64140.0,65035.0,64892.0,63191.0,60695.0,58649.0,56768.0,55458.0,56829.0,57488.0,58229.0,58761,59029,58367,57065,55156,53160,51057,48849,48733,49126,50421,50255,48613,46261,43907,41285,39260,38513,38540,38638,39715,40845,41756,42437,43236,42890,42682,42063,41796,40962,39407,37484,35911,33639,31655,30735,30664,30228,30243,30714,30920,44202.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,45 0 49세,추계인구,0.0,37327.0,37567.0,37493.0,37845.0,38621.0,39551.0,40354.0,41155.0,41736.0,42226.0,43009.0,44823.0,46344.0,47618.0,48488.0,49268.0,49453.0,49267.0,48185.0,46221.0,43478.0,40846.0,39029.0,37974.0,37242.0,36365.0,37272.0,38937.0,40530.0,42738.0,46548.0,50514.0,52943.0,56042.0,59558.0,61777.0,63770.0,64557.0,65005.0,63239.0,61209.0,58931.0,57935,56693,58613,59320,59995,60000,60272,59496,58195,56194,54503,52315,50118,49965,50221,51380,51489,50420,48134,45788,43159,41111,40336,40341,40446,41539,42701,43649,44355,45168,44833,44622,43973,43674,42814,41209,39209,37586,35274,33223,32261,37327.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,50 0 54세,추계인구,0.0,30885.0,30938.0,31122.0,31919.0,32597.0,32950.0,33406.0,33770.0,34108.0,34583.0,35161.0,36180.0,37264.0,38000.0,38662.0,39489.0,41279.0,42719.0,43672.0,44278.0,44647.0,44569.0,44410.0,43597.0,42166.0,40608.0,38239.0,36749.0,36283.0,36243.0,36087.0,37211.0,38802.0,39863.0,42002.0,46078.0,50548.0,52590.0,55762.0,59451.0,62050.0,65774.0,66919,67356,65945,63425,60573,59758,58443,60503,61397,62406,62600,62744,61568,60179,58104,56279,54201,52248,52181,52583,53868,54075,53089,50810,48400,45706,43591,42760,42745,42862,43981,45200,46211,46960,47803,47486,47261,46582,46246,45349,43680,30885.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,55 0 59세,추계인구,0.0,25767.0,26478.0,26376.0,26342.0,26641.0,27295.0,27502.0,28001.0,28853.0,29699.0,30127.0,30492.0,30878.0,31256.0,31713.0,32413.0,33338.0,34263.0,35071.0,35662.0,36096.0,37614.0,38928.0,40213.0,41371.0,42220.0,42278.0,42793.0,42703.0,41789.0,40693.0,38994.0,37651.0,37072.0,36692.0,35782.0,35936.0,37802.0,39383.0,41616.0,45923.0,50589.0,53323,57047,60977,64367,68772,69903,70441,68684,66116,63072,62770,61594,63462,64311,65078,65300,65789,64986,63567,61438,59506,57369,55395,55376,55910,57324,57639,56733,54430,51916,49109,46866,45952,45908,46037,47199,48501,49597,50417,51306,51009,25767.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,60 0 64세,추계인구,0.0,20221.0,20868.0,20929.0,21057.0,20930.0,21179.0,22159.0,22927.0,23334.0,23644.0,24132.0,24439.0,24973.0,25608.0,26125.0,26433.0,27175.0,27726.0,28191.0,28611.0,29239.0,30040.0,30974.0,31821.0,32640.0,33665.0,35893.0,37335.0,39057.0,40710.0,41639.0,41949.0,42693.0,42590.0,41591.0,40813.0,39233.0,37849.0,37321.0,36976.0,36514.0,36734.0,38416,39701,42002,46532,51246,54144,58800,63155,66925,71757,73218,73771,71590,68986,66108,65691,64726,67164,68185,69116,69576,70198,69396,67922,65694,63610,61368,59351,59385,60075,61639,62077,61222,58837,56157,53185,50792,49782,49713,49864,51092,20221.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,65 0 69세,추계인구,0.0,12658.0,13815.0,13714.0,14432.0,15499.0,16388.0,16930.0,17485.0,17994.0,18327.0,18745.0,19173.0,19598.0,19821.0,20025.0,20491.0,21018.0,21629.0,22233.0,22895.0,23349.0,23808.0,24272.0,24873.0,25709.0,26662.0,27579.0,28945.0,30228.0,31431.0,32930.0,34814.0,36277.0,37868.0,39150.0,39784.0,40248.0,41290.0,41761.0,41039.0,40527.0,38801.0,38006,37493,37176,36658,37120,38712,39800,42175,47394,52089,55400,60002,64399,67979,72902,74061,74881,73256,70855,68157,67816,66966,69541,70682,71718,72328,73018,72196,70668,68350,66158,63865,61848,61958,62781,64446,64936,64072,61589,58792,55727,12658.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,70 0 74세,추계인구,0.0,7846.0,8434.0,8618.0,8874.0,8879.0,9798.0,10152.0,10619.0,11346.0,12290.0,13075.0,13578.0,14167.0,14571.0,14835.0,15178.0,15558.0,16061.0,16505.0,16763.0,17292.0,17494.0,17985.0,18764.0,19553.0,20062.0,20530.0,21226.0,22107.0,23280.0,24335.0,25194.0,26513.0,27528.0,28693.0,30091.0,31804.0,33030.0,34701.0,36070.0,37053.0,38058.0,39660,40526,40194,39864,37879,37141,36778,36308,35936,36511,38274,39582,41913,47006,51595,54694,59285,63735,67323,72223,73427,74348,72864,70643,68118,67842,67097,69740,70943,72043,72747,73476,72667,71134,68808,66595,64321,62343,62510,63413,65123,7846.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,75 0 79세,추계인구,0.0,4286.0,4603.0,4665.0,4853.0,5088.0,5712.0,6094.0,6363.0,6460.0,6516.0,6710.0,7054.0,7662.0,8210.0,8778.0,9430.0,9861.0,10239.0,10548.0,10860.0,12026.0,12458.0,12831.0,12993.0,13160.0,13559.0,14032.0,14479.0,15196.0,16105.0,16752.0,17285.0,17935.0,18385.0,19356.0,20477.0,21269.0,22446.0,23477.0,24621.0,26014.0,27619.0,29050,30674,32293,33512,34825,36633,37647,37590,37526,35813,35179,34869,34507,34238,34956,36736,38092,40486,45374,49784,52856,57310,61626,65182,69966,71197,72205,70880,68881,66588,66395,65784,68444,69701,70855,71631,72396,71648,70167,67921,65762,4286.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,80세이상,추계인구,0.0,2553.0,2614.0,2746.0,2898.0,3100.0,3922.0,4056.0,4249.0,4461.0,4695.0,4939.0,5038.0,5236.0,5437.0,5670.0,5931.0,6427.0,6931.0,7430.0,7916.0,9101.0,9567.0,10050.0,10547.0,11062.0,11596.0,12752.0,13441.0,14044.0,14559.0,15132.0,16002.0,17003.0,17885.0,18722.0,19881.0,20928.0,22059.0,23496.0,25374.0,27438.0,29156.0,30943,32884,35200,37622,40169,43002,45773,49116,52237,55928,58987,61758,63995,66210,67099,69281,71403,72815,74026,74937,78042,80738,83771,88972,93471,98772,104968,111342,119018,127118,132504,138418,142178,146430,150695,154257,157850,162468,166193,169879,172584,2553.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9668.0,10015.0,10427.0,10947.0,11469.0,12248.0,12834.0,13312.0,13976.0,15105.0,16307.0,17164.0,18097,19047,19990,21017,22485,24066,25678,27459,28783,30314,32017,32916,32996,32938,31534,31198,31204,31163,31136,31900,33675,35027,37277,41795,45829,48781,52946,56966,60419,64941,66132,67180,66032,64347,62439,62365,61970,64572,65860,67065,67902,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960.0,4427.0,4929.0,5199.0,5421.0,5590.0,5789.0,6152.0,6739.0,7277.0,7887.0,8454.0,8986,9517,10576,11628,12150,12895,13488,14287,15310,16791,17790,19093,20478,21685,22910,24430,25355,25548,25574,24524,24494,24741,24894,25083,25769,27409,28659,30588,34394,37694,40283,43797,47157,50239,54116,55099,56063,55123,53924,52668,52765,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,1278.0,1339.0,1407.0,1477.0,1640.0,1884.0,2146.0,2300.0,2451.0,2615.0,2835.0,3061,3443,3714,4035,4445,4795,5204,5851,6492,6904,7221,7579,8074,8880,9756,10511,11423,12354,13139,13922,14908,15550,15705,15756,15103,15289,15667,15915,16203,16680,17948,18911,20256,22896,25065,26918,29316,31570,33850,36580,37203,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,241.0,262.0,284.0,304.0,341.0,350.0,373.0,399.0,455.0,540.0,615.0,705,778,819,835,967,1099,1237,1335,1450,1665,1701,1896,2164,2399,2560,2763,2980,3241,3611,3986,4305,4697,5097,5442,5780,6221,6524,6595,6627,6335,6546,6839,7016,7213,7411,8100,8605,9249,10541,11520,12443,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),강원도,여자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.0,46.0,48.0,51.0,62.0,71.0,76.0,82.0,86.0,89.0,88.0,94,99,101,107,122,147,166,184,202,254,258,274,283,308,339,379,441,509,566,605,660,723,798,896,990,1072,1172,1278,1375,1468,1595,1691,1717,1735,1664,1775,1896,1954,2018,2046,2271,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,계,추계인구,0.0,1516178.0,1525475.0,1531955.0,1537267.0,1541609.0,1546369.0,1529420.0,1511115.0,1491150.0,1470423.0,1449745.0,1445633.0,1441172.0,1431592.0,1415867.0,1402992.0,1396956.0,1390268.0,1380691.0,1373390.0,1373711.0,1382888.0,1391971.0,1399655.0,1406139.0,1411922.0,1431461.0,1451658.0,1469263.0,1483466.0,1494377.0,1499275.0,1495860.0,1491154.0,1490640.0,1484736.0,1486522.0,1494268.0,1508721.0,1517120.0,1524279.0,1545214.0,1553478,1564816,1578403,1589264,1600904,1609061,1618090,1629249,1630839,1626031,1623079,1627269,1629639,1631062,1632229,1633591,1635035,1636473,1637788,1638961,1639860,1640503,1640810,1640776,1640381,1639581,1638247,1636282,1633606,1630247,1626174,1621400,1615917,1609649,1602514,1594480,1585588,1575818,1565189,1553795,1541644,1516178.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,0 0 4세,추계인구,0.0,219872.0,217647.0,214443.0,209408.0,203138.0,190855.0,178195.0,166074.0,155933.0,147336.0,142157.0,141310.0,140143.0,137517.0,130829.0,122870.0,115612.0,107954.0,101954.0,98799.0,95411.0,96567.0,98904.0,101462.0,103748.0,105432.0,107322.0,107911.0,107445.0,105602.0,103997.0,100175.0,94345.0,88200.0,83443.0,77748.0,72124.0,70146.0,70732.0,69898.0,69880.0,72212.0,72971,72230,71822,70794,68933,66556,63241,60153,55713,51298,46905,43509,41268,39537,38237,37814,37749,38198,39276,40532,41607,42482,43157,43648,43974,44173,44168,43890,43397,42732,41926,41119,40410,39774,39167,38537,37851,37082,36203,35215,34131,219872.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,5 0 9세,추계인구,0.0,243708.0,232300.0,223043.0,215112.0,209820.0,206666.0,202521.0,198533.0,191995.0,183135.0,171204.0,162310.0,153349.0,145581.0,139328.0,135239.0,135355.0,135865.0,134705.0,130015.0,123039.0,116039.0,108808.0,102906.0,99144.0,97290.0,98293.0,101280.0,104860.0,108124.0,110077.0,110902.0,109757.0,107273.0,104813.0,101430.0,98069.0,93444.0,88037.0,83631.0,78152.0,73456.0,71604,71826,70972,70570,71798,72273,71500,71326,70709,69423,66721,63040,59503,55222,50543,46511,43430,41016,39214,37852,37368,37270,37723,38814,40080,41168,42067,42762,43270,43613,43829,43839,43576,43093,42434,41642,40843,40144,39521,38924,38309,243708.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,10 0 14세,추계인구,0.0,232126.0,234856.0,238385.0,237269.0,232283.0,226310.0,215942.0,206092.0,197356.0,191876.0,188519.0,186285.0,183849.0,178788.0,171409.0,162686.0,155347.0,147678.0,140132.0,134980.0,132328.0,132723.0,133281.0,132222.0,128159.0,121391.0,116211.0,109516.0,104351.0,100889.0,99333.0,99544.0,100605.0,102747.0,105101.0,107045.0,108418.0,108036.0,106159.0,104077.0,101855.0,99848.0,94615,89342,84889,78911,73063,71167,71230,70535,70828,72401,72785,71959,71395,70647,68897,66259,62862,59465,55184,50508,46499,43426,40980,39134,37738,37220,37089,37543,38638,39909,41004,41905,42608,43125,43480,43701,43714,43455,42969,42313,41524,232126.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,15 0 19세,추계인구,0.0,135271.0,145513.0,155512.0,166087.0,175778.0,183181.0,184160.0,183791.0,181930.0,177150.0,170495.0,164323.0,159216.0,155796.0,154306.0,154673.0,154989.0,155010.0,153435.0,150059.0,145059.0,140582.0,135554.0,130945.0,128051.0,127492.0,129660.0,132569.0,133839.0,131835.0,126216.0,119054.0,111657.0,105626.0,100881.0,98148.0,96850.0,99824.0,104548.0,107659.0,109020.0,110629.0,111152,111182,110081,108495,105815,99592,94183,89756,83134,76012,73110,72402,70985,70941,72390,72819,72024,71474,70763,69086,66466,63088,59724,55461,50779,46806,43763,41336,39465,38037,37479,37307,37759,38857,40123,41228,42141,42848,43374,43729,43955,135271.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,20 0 24세,추계인구,0.0,89007.0,94371.0,100583.0,105578.0,112422.0,123797.0,130797.0,135070.0,138491.0,141267.0,142506.0,147051.0,149123.0,147863.0,144003.0,140010.0,137232.0,134113.0,131021.0,130133.0,133204.0,135856.0,138087.0,138750.0,137295.0,133970.0,131198.0,127591.0,124834.0,123491.0,124409.0,125412.0,125980.0,125571.0,123275.0,118440.0,113344.0,106427.0,101631.0,99070.0,99693.0,100872.0,102578,104724,108182,111923,118364,118487,117407,115921,113567,106600,98307,94611,90234,84085,77861,75574,74805,73394,73450,74827,75203,74459,73925,73271,71735,69233,65967,62679,58428,53808,49986,47096,44728,42801,41303,40662,40455,40970,42103,43377,44497,89007.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,25 0 29세,추계인구,0.0,89107.0,84868.0,82555.0,82192.0,82089.0,81758.0,83212.0,84771.0,86852.0,90544.0,96412.0,102022.0,106571.0,111003.0,114595.0,117834.0,118864.0,119086.0,118170.0,115814.0,113753.0,113261.0,113130.0,113874.0,115860.0,118674.0,120680.0,123847.0,125346.0,125489.0,123919.0,121048.0,116028.0,111351.0,107622.0,105187.0,106744.0,109944.0,112551.0,111498.0,106915.0,104828.0,100220,96562,94629,94390,95837,98314,101969,106335,109464,109458,109227,108947,107713,106064,104065,99704,95457,91307,85527,79760,77744,77035,75715,75780,77081,77438,76735,76253,75808,74464,72001,68785,65559,61352,56787,53060,50190,47730,45696,44130,43410,89107.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,30 0 34세,추계인구,0.0,95913.0,94548.0,93334.0,90194.0,86716.0,82817.0,78249.0,75533.0,73946.0,72618.0,70812.0,73852.0,77382.0,81263.0,86259.0,91761.0,97948.0,101799.0,106466.0,110608.0,113970.0,117951.0,120809.0,122081.0,121716.0,120343.0,120042.0,119738.0,119394.0,120823.0,123150.0,124142.0,124599.0,123755.0,121710.0,118811.0,114944.0,111773.0,108723.0,106471.0,106850.0,109851.0,112681,114271,113963,110179,106481,101572,97975,97000,96925,96293,98536,103308,107620,110170,112341,111945,110360,108414,106902,104926,100574,96290,92102,86408,80803,78867,78187,76955,77007,78278,78665,77989,77510,77168,75858,73322,70043,66735,62449,57830,54074,95913.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,35 0 39세,추계인구,0.0,84096.0,86678.0,89104.0,91354.0,92564.0,93057.0,91168.0,89184.0,86154.0,82119.0,77820.0,74132.0,71808.0,70592.0,69788.0,69055.0,70732.0,74367.0,77102.0,81373.0,90169.0,96749.0,102693.0,108667.0,114131.0,118035.0,122038.0,126104.0,128408.0,128184.0,126884.0,125003.0,122709.0,120994.0,122719.0,122739.0,123332.0,125356.0,126798.0,125001.0,122883.0,120773.0,117525,114221,111391,112021,112588,115501,117527,117202,112622,108284,103038,99126,97382,97570,98030,100636,104400,107729,110028,112057,111583,110046,108151,106653,104630,100272,95949,91726,86072,80544,78635,77972,76792,76822,78069,78476,77812,77341,77051,75747,73172,84096.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,40 0 44세,추계인구,0.0,67870.0,69675.0,71650.0,74026.0,76748.0,80389.0,82895.0,84695.0,86044.0,86794.0,86702.0,85572.0,84325.0,81612.0,77827.0,74426.0,71524.0,69450.0,68182.0,67706.0,66923.0,70302.0,73556.0,76991.0,81939.0,89280.0,96232.0,102213.0,109191.0,116365.0,120804.0,124588.0,127133.0,128215.0,127093.0,125120.0,122822.0,121799.0,121634.0,125397.0,127044.0,129837.0,130826,131901,129582,127641,123272,119949,116710,113435,113294,114229,117304,118579,117748,113508,109490,104333,99892,97964,98190,98661,101271,104972,108159,110331,112286,111771,110246,108356,106837,104770,100388,96017,91763,86127,80633,78721,78066,76918,76933,78163,78579,67870.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,45 0 49세,추계인구,0.0,62884.0,62821.0,62208.0,62176.0,62980.0,64068.0,65383.0,67198.0,69162.0,71278.0,74082.0,76898.0,78827.0,80318.0,81206.0,81864.0,80941.0,79811.0,77546.0,74405.0,70425.0,67679.0,66080.0,65671.0,65786.0,65605.0,69071.0,73119.0,76846.0,81823.0,89789.0,96912.0,101448.0,107700.0,114146.0,118458.0,123797.0,126761.0,129165.0,127744.0,126477.0,124470.0,124129,124069,131860,133480,134559,134516,135115,132436,129614,125554,122010,118130,114463,115047,116304,119644,121056,120105,115767,111578,106250,101723,99786,100016,100488,103115,106809,109939,112075,114004,113467,111925,110018,108468,106358,101941,97498,93172,87517,81997,80043,62884.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),충청북도,계,50 0 54세,추계인구,0.0,55073.0,55214.0,55643.0,57030.0,58096.0,58436.0,58294.0,57948.0,57586.0,57602.0,57917.0,59527.0,61729.0,63968.0,66371.0,69104.0,71437.0,73480.0,75054.0,76380.0,76506.0,75897.0,75211.0,73390.0,70560.0,67583.0,65261.0,64381.0,64739.0,65623.0,66130.0,69114.0,73166.0,76289.0,80868.0,88239.0,96094.0,99798.0,106992.0,114122.0,119206.0,127681.0,130839,133646,131879,132339,127473,128055,127633,135942,136755,138114,137864,138114,134948,132661,128925,125434,121773,117997,118654,120108,123594,125047,124092,119653,115256,109719,105058,103076,103301,103799,106475,110238,113396,115561,117525,116992,115435,113491,111891,109722,105225,55073.0
