시나리오별,지역,성별,연령,항목,단위,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,년도
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,80세이상,추계인구,0.0,1502.0,1626.0,1781.0,1973.0,2194.0,2786.0,2891.0,3043.0,3223.0,3428.0,3614.0,3786.0,4015.0,4270.0,4655.0,5061.0,5487.0,5962.0,6509.0,7147.0,8727.0,9517.0,10373.0,11294.0,12289.0,13366.0,15109.0,16205.0,17166.0,17949.0,18888.0,20430.0,22127.0,23879.0,25785.0,27639.0,29556.0,31590.0,34197.0,37160.0,39981.0,42905.0,46476,50173,54394,59313,64646,69586,74860,81303,87058,93243,100110,107127,112947,118230,122022,130927,139116,146651,154802,159682,169184,178667,188880,205110,220005,236382,255122,274835,298138,322645,340642,361190,374613,390950,404567,416313,428414,444011,456314,469583,480266,1502.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12551.0,13454.0,14442.0,15665.0,17027.0,18229.0,18943.0,19760.0,21020.0,22553.0,24077.0,25746.0,27965,30143,32185,35052,38499,41367,44060,47567,49911,52428,56781,60794,62318,63909,63767,67215,70336,74679,79902,83070,86801,91063,96576,107655,119964,130016,142443,155302,166910,180973,187516,194909,194621,194582,191153,191583,190520,198999,201746,207666,212412,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704.0,5257.0,5808.0,6250.0,6652.0,7059.0,7957.0,8769.0,9678.0,10774.0,11681.0,12362.0,13105,13846,15472,16904,18256,19667,21436,23082,25409,28069,29820,31741,34667,36620,38683,42346,45554,46566,47689,47481,50386,53027,56407,60397,62578,65846,69422,73882,82890,92288,100219,109893,119819,129296,140466,145427,151313,150977,151438,149436,150157,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.0,1442.0,1566.0,1619.0,1730.0,1929.0,2191.0,2533.0,2936.0,3219.0,3510.0,3982.0,4460,5112,5551,5942,6305,6772,7269,8446,9340,10129,10758,11643,12641,14054,15614,16974,18340,20026,21196,22452,24687,26638,27198,27771,27537,29547,31376,33457,35860,36942,39265,41696,44595,50499,56118,61064,66986,72990,79235,86329,89164,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,239.0,263.0,291.0,323.0,365.0,406.0,463.0,489.0,529.0,620.0,717.0,834,949,1053,1262,1408,1589,1868,1952,2122,2263,2370,2539,2941,3245,3543,3921,4351,4763,5330,5937,6480,7012,7674,8132,8638,9565,10355,10519,10694,10538,11514,12383,13244,14206,14508,15628,16739,18000,20640,22874,24924,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,계,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,38.0,48.0,54.0,53.0,57.0,59.0,65.0,74.0,85.0,93.0,98.0,112,123,133,153,178,191,227,256,276,354,381,410,380,402,415,471,535,617,685,742,830,927,1025,1155,1288,1408,1526,1675,1784,1904,2128,2309,2334,2367,2322,2611,2856,3045,3255,3278,3609,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,계,추계인구,0.0,405637.0,422917.0,440142.0,456937.0,474039.0,490399.0,516552.0,543583.0,571552.0,600631.0,631243.0,661966.0,687475.0,710962.0,742112.0,775914.0,802112.0,829255.0,861394.0,899758.0,957563.0,999917.0,1043990.0,1089217.0,1135533.0,1182621.0,1203990.0,1227044.0,1247464.0,1262246.0,1277321.0,1292221.0,1303385.0,1305026.0,1303733.0,1307179.0,1321114.0,1340310.0,1364073.0,1368504.0,1379554.0,1394025.0,1411329,1427323,1442354,1451459,1463157,1470977,1476018,1484864,1480370,1478830,1491604,1509407,1528908,1532741,1536240,1539702,1543049,1546201,1549086,1551615,1553780,1555541,1556824,1557599,1557863,1557592,1556615,1554796,1552228,1548883,1544804,1540033,1534580,1528454,1521641,1514127,1505901,1496967,1487318,1476962,1465928,405637.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,0 0 4세,추계인구,0.0,53596.0,56910.0,59954.0,62497.0,64673.0,64706.0,65792.0,66936.0,68565.0,70940.0,74977.0,79271.0,82880.0,85747.0,87280.0,87510.0,86444.0,84534.0,84485.0,87107.0,90434.0,94501.0,100015.0,105930.0,111661.0,116847.0,115399.0,112647.0,108839.0,103184.0,98570.0,94412.0,89028.0,82176.0,75908.0,70887.0,66697.0,65345.0,66934.0,66001.0,66610.0,68215.0,69866,70088,70019,69984,68455,65298,61897,58799,53476,48863,46151,43940,42391,39770,37790,36507,36194,36628,37808,39192,40417,41457,42314,42998,43534,43952,44155,44047,43688,43125,42395,41651,41033,40509,40025,39538,38998,38361,37598,36700,35670,53596.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,5 0 9세,추계인구,0.0,54780.0,54561.0,54623.0,54818.0,55617.0,57129.0,60630.0,64238.0,67242.0,69183.0,69739.0,70692.0,71168.0,71900.0,74235.0,77766.0,81685.0,86186.0,90328.0,92537.0,94466.0,93987.0,92951.0,92799.0,94448.0,97930.0,100214.0,103948.0,108375.0,111970.0,114354.0,112852.0,109494.0,103753.0,98682.0,94573.0,91075.0,86223.0,82000.0,77441.0,72231.0,67743.0,66883,67947,67721,68011,69960,70097,69465,68597,68199,66651,64628,62513,60536,56641,52498,49092,46020,43018,40367,38383,37116,36833,37318,38549,39982,41249,42331,43219,43931,44486,44914,45112,44994,44611,44024,43263,42489,41845,41300,40795,40290,54780.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,10 0 14세,추계인구,0.0,55966.0,57759.0,59770.0,60692.0,60624.0,60178.0,59912.0,59625.0,59460.0,60228.0,61697.0,65241.0,68272.0,70354.0,72536.0,74081.0,74274.0,74241.0,74526.0,76222.0,80569.0,86091.0,92122.0,97421.0,100736.0,101855.0,100364.0,97304.0,95387.0,94609.0,95665.0,97389.0,100408.0,103170.0,105811.0,107530.0,106641.0,104783.0,101781.0,97852.0,94648.0,91026.0,86629,82155,78150,73011,68769,67198,67589,67150,67330,68750,69739,69770,69994,70362,69029,66678,63790,61064,57052,52812,49325,46208,43195,40549,38576,37330,37072,37570,38818,40264,41544,42642,43539,44258,44812,45243,45439,45312,44922,44327,43557,55966.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,15 0 19세,추계인구,0.0,43921.0,48351.0,52864.0,57658.0,62398.0,66495.0,69512.0,72231.0,74489.0,75527.0,75656.0,73982.0,72101.0,70878.0,71513.0,73043.0,75450.0,77949.0,80198.0,81825.0,83802.0,84550.0,84884.0,85379.0,86894.0,89988.0,93894.0,98894.0,103025.0,104498.0,103145.0,99652.0,95591.0,91937.0,89842.0,90089.0,92759.0,95869.0,99522.0,102008.0,103785.0,104904.0,103357,100193,96728,93327,90249,85950,80625,77193,72115,68009,67297,68786,68925,69048,70626,71428,71039,70733,71048,69672,67304,64377,61586,57523,53249,49720,46581,43577,40960,39023,37812,37588,38109,39375,40832,42123,43229,44138,44861,45423,45856,43921.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,20 0 24세,추계인구,0.0,35940.0,37061.0,38547.0,39379.0,40821.0,43808.0,49977.0,55413.0,60773.0,66420.0,72268.0,76828.0,79086.0,79406.0,79523.0,79707.0,79407.0,78777.0,78521.0,79926.0,85223.0,89937.0,94517.0,98159.0,100406.0,101315.0,100018.0,97894.0,95960.0,95079.0,95861.0,100865.0,106095.0,109047.0,108139.0,104975.0,101640.0,97792.0,94521.0,92320.0,92221.0,93798.0,97832,102299,104918,106460,106923,105527,101809,99811,96861,92838,88287,84387,82083,77925,74237,72996,73544,72944,72966,74455,75175,74702,74299,74495,73040,70662,67664,64741,60586,56256,52676,49524,46568,44036,42175,41066,40929,41501,42792,44235,45514,35940.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,25 0 29세,추계인구,0.0,35757.0,35889.0,36478.0,37890.0,39489.0,41063.0,44097.0,47588.0,51862.0,57268.0,63849.0,70541.0,76433.0,82461.0,89559.0,97521.0,101369.0,105236.0,108992.0,111870.0,117367.0,115993.0,115063.0,115065.0,116302.0,118301.0,118198.0,119464.0,119069.0,117390.0,114838.0,113197.0,110435.0,107987.0,105798.0,105591.0,109315.0,114829.0,118802.0,117463.0,113548.0,108635.0,103168,99783,99262,99917,101485,106000,110969,114721,115881,115224,113802,111103,107627,104216,100686,96206,91695,88336,83667,79404,77705,77911,77030,76919,78322,78909,78291,77802,77932,76409,73996,70905,67872,63629,59201,55505,52315,49405,46956,45174,44132,35757.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,30 0 34세,추계인구,0.0,32292.0,33611.0,34957.0,35604.0,36134.0,36319.0,38342.0,41357.0,45151.0,49530.0,53960.0,56953.0,59993.0,63542.0,68810.0,74887.0,82104.0,88969.0,97945.0,107644.0,119952.0,126627.0,132299.0,136367.0,138685.0,139898.0,135973.0,132510.0,128728.0,125886.0,124201.0,125037.0,126374.0,126611.0,124396.0,122005.0,119066.0,116839.0,116117.0,113790.0,114978.0,118386.0,122970,125199,124863,119633,114543,108764,104863,103472,103290,103780,109608,117166,121794,123105,123362,120978,117454,113667,110845,107596,103126,98352,94548,89362,84554,82471,82487,81459,81256,82612,83144,82459,81909,81972,80384,77870,74581,71321,66859,62188,58258,32292.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,35 0 39세,추계인구,0.0,24222.0,26128.0,28007.0,29884.0,31445.0,32720.0,34928.0,37221.0,39226.0,40831.0,42320.0,43965.0,45988.0,48638.0,52402.0,55875.0,58339.0,61576.0,64354.0,68700.0,77711.0,87554.0,97623.0,108582.0,119943.0,130532.0,134501.0,138469.0,140285.0,139819.0,138556.0,134514.0,130511.0,126218.0,124382.0,123740.0,125793.0,129178.0,132433.0,130659.0,129394.0,125907.0,122691,119891,118269,120162,123732,127309,128153,126595,119868,114238,110092,108708,110823,112240,113858,118146,122735,125450,127239,128042,126116,122946,119481,116799,113566,108954,103855,99655,94055,88818,86454,86378,85273,85004,86358,86894,86177,85578,85587,83935,81296,24222.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,40 0 44세,추계인구,0.0,17708.0,18593.0,19567.0,20897.0,22479.0,24460.0,26793.0,28959.0,30953.0,32718.0,34237.0,36665.0,38816.0,40328.0,41912.0,43774.0,44967.0,46644.0,49169.0,52680.0,56890.0,60573.0,64239.0,68173.0,73568.0,81276.0,90061.0,98588.0,108171.0,117582.0,125201.0,129806.0,133759.0,135242.0,134136.0,132065.0,129231.0,127674.0,125772.0,126390.0,126901.0,129009.0,131329,133590,133088,131091,126963,122801,119566,117285,118223,121133,126214,129837,131099,126844,122724,117629,113926,113564,114845,116428,120702,125395,128320,130358,131432,129714,126694,123363,120716,117469,112731,107378,102911,97048,91541,89031,88931,87789,87481,88840,89396,17708.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,45 0 49세,추계인구,0.0,16369.0,16491.0,16456.0,16532.0,16873.0,17307.0,18248.0,19555.0,21163.0,23026.0,25299.0,27753.0,29622.0,31277.0,33212.0,35152.0,37082.0,39056.0,40744.0,42128.0,43559.0,45148.0,47486.0,50813.0,54805.0,58834.0,62204.0,65421.0,68419.0,72366.0,78680.0,87592.0,95079.0,102898.0,110849.0,117066.0,124305.0,129627.0,133811.0,133171.0,132116.0,129126.0,127486,124003,127097,127358,129649,131724,133482,132313,129442,124927,121667,119472,118996,121821,125966,130573,132795,132481,128072,123785,118545,114764,114292,115498,117064,121312,126023,129045,131200,132418,130830,127930,124714,122121,118905,114125,108665,104097,98142,92536,89991,16369.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,50 0 54세,추계인구,0.0,12695.0,13273.0,13963.0,14900.0,15771.0,16437.0,16546.0,16581.0,16613.0,16803.0,17129.0,18231.0,19584.0,21143.0,23215.0,25573.0,27554.0,29570.0,31716.0,33928.0,35611.0,37930.0,40385.0,42317.0,43694.0,44969.0,46062.0,48355.0,51599.0,55199.0,58517.0,60739.0,63186.0,65338.0,68170.0,73961.0,82846.0,89804.0,98707.0,107184.0,114623.0,123394.0,128484,133030,132909,131465,127652,126347,122720,126295,125744,127630,130436,132941,132808,131142,127224,123612,120916,119179,121808,125769,130192,132278,131881,127444,123120,117866,114093,113570,114727,116274,120467,125145,128198,130423,131738,130265,127490,124399,121885,118733,113986,12695.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,55 0 59세,추계인구,0.0,9501.0,10124.0,10369.0,10685.0,11213.0,11936.0,12616.0,13391.0,14308.0,15101.0,15614.0,15832.0,15910.0,16050.0,16605.0,17431.0,18404.0,19786.0,21499.0,23508.0,26057.0,28461.0,30739.0,32956.0,34972.0,36694.0,38259.0,40217.0,41685.0,42491.0,43277.0,44783.0,46897.0,49286.0,52126.0,54560.0,56216.0,59340.0,62521.0,65853.0,72343.0,80637.0,87658,95946,105142,112550,121944,126176,130653,130184,128225,124386,123711,120773,124895,125558,128254,131061,133350,132342,130654,126690,123029,120274,118443,120931,124760,129059,131067,130648,126240,121926,116696,112964,112416,113545,115095,119245,123890,126982,129270,130672,129306,9501.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,60 0 64세,추계인구,0.0,6263.0,6823.0,7157.0,7577.0,7909.0,8338.0,8919.0,9450.0,9891.0,10375.0,10923.0,11493.0,12069.0,12735.0,13547.0,14326.0,14672.0,14947.0,15338.0,16025.0,17266.0,18405.0,19883.0,21596.0,23571.0,25873.0,28078.0,30133.0,31917.0,33256.0,34334.0,35890.0,37522.0,38976.0,39641.0,40891.0,42112.0,44185.0,46695.0,49783.0,52752.0,55109.0,57538,60245,63792,70135,78396,84852,92865,101661,108468,116982,121419,126374,126363,125225,121893,121060,118214,121958,122938,125832,128744,131072,130139,128479,124561,120950,118236,116403,118813,122547,126732,128687,128269,123942,119705,114577,110936,110403,111532,113087,117193,6263.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,65 0 69세,추계인구,0.0,3212.0,3722.0,3771.0,4163.0,4738.0,5254.0,5614.0,6033.0,6426.0,6748.0,7124.0,7581.0,8009.0,8403.0,8917.0,9526.0,10046.0,10713.0,11601.0,12679.0,13620.0,13939.0,14303.0,14792.0,15482.0,16372.0,17459.0,18720.0,20239.0,21866.0,23649.0,25442.0,27070.0,28538.0,29801.0,30602.0,31923.0,34196.0,36587.0,37412.0,38857.0,39714.0,41938,44212,47191,50709,53003,55256,57440,60491,66443,74013,80064,87940,96807,103760,112217,116109,120505,119978,119097,116177,115663,113240,117143,118358,121379,124354,126693,125871,124297,120502,117023,114420,112661,115039,118691,122784,124697,124298,120098,115996,111035,3212.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,70 0 74세,추계인구,0.0,2146.0,2225.0,2226.0,2224.0,2221.0,2424.0,2672.0,2922.0,3260.0,3673.0,4042.0,4367.0,4689.0,4987.0,5373.0,5874.0,6150.0,6523.0,6936.0,7425.0,8260.0,8757.0,9398.0,10192.0,11016.0,11728.0,12081.0,12415.0,12845.0,13325.0,13908.0,14724.0,15815.0,16961.0,18198.0,19748.0,21366.0,23056.0,24533.0,26099.0,27367.0,28776.0,31360,33848,35188,36677,37017,38957,41004,43756,46983,48912,51050,53335,56390,62268,69490,75181,82525,90350,96890,104840,108510,112738,112352,111736,109253,109013,107020,110991,112418,115521,118521,120872,120216,118791,115237,111988,109577,107964,110331,113916,117918,2146.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,75 0 79세,추계인구,0.0,838.0,929.0,939.0,999.0,1063.0,1209.0,1314.0,1407.0,1440.0,1465.0,1574.0,1707.0,1943.0,2146.0,2407.0,2720.0,2882.0,3113.0,3430.0,3733.0,4421.0,4886.0,5262.0,5593.0,5982.0,6531.0,6933.0,7410.0,7927.0,8427.0,8898.0,9233.0,9466.0,9662.0,10032.0,10554.0,11253.0,12177.0,13231.0,14224.0,15616.0,17203.0,18753,20366,22200,23554,24972,27476,29701,30857,31989,32267,34200,36288,38765,41816,43614,45726,47836,50609,56082,62609,67836,74521,81611,87671,94987,98386,102391,102155,101857,99912,99937,98461,102406,104029,107166,110131,112456,112023,110809,107619,104718,838.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,80세이상,추계인구,0.0,431.0,467.0,494.0,538.0,571.0,616.0,640.0,676.0,730.0,795.0,835.0,864.0,912.0,967.0,1066.0,1148.0,1283.0,1435.0,1612.0,1821.0,2355.0,2578.0,2821.0,3083.0,3368.0,3678.0,4292.0,4655.0,4994.0,5299.0,5667.0,6094.0,6655.0,7226.0,7822.0,8342.0,8876.0,9393.0,10106.0,10854.0,11564.0,12443.0,13387,14528,15817,17415,19445,21245,23217,25684,27833,30227,33239,36074,38612,41000,42772,46720,50511,53900,57708,59929,64275,68473,72872,79930,86484,93691,101962,110680,120734,131321,138932,147917,153492,160122,165752,170479,175102,181551,186895,192786,197812,431.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.0,4362.0,4695.0,5127.0,5539.0,5857.0,6051.0,6168.0,6468.0,6831.0,7210.0,7795.0,8525,9363,10142,11335,12925,14206,15503,17090,18217,19432,21559,23336,24406,25429,25697,27503,29312,31325,33864,35266,37200,39107,41523,46298,51737,56221,61881,67857,73176,79489,82406,85972,85878,85934,84679,84957,84114,87821,89567,92574,95338,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.0,1392.0,1577.0,1687.0,1836.0,1954.0,2240.0,2513.0,2834.0,3136.0,3334.0,3462.0,3558,3630,4000,4315,4684,5135,5652,6255,7179,8201,8898,9757,10847,11731,12668,14305,15660,16355,17026,17181,18586,19984,21436,23241,24111,25667,27178,29010,32663,36536,39866,44016,48344,52421,57150,59251,61997,61940,62258,61736,62157,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,307.0,338.0,357.0,381.0,448.0,488.0,606.0,693.0,765.0,879.0,1022.0,1117,1326,1425,1446,1482,1509,1570,1837,1965,2125,2279,2469,2787,3257,3777,4205,4727,5289,5740,6234,7092,7801,8135,8448,8502,9356,10189,10976,11943,12308,13279,14192,15250,17403,19476,21355,23658,26020,28420,31119,32200,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,41.0,49.0,58.0,75.0,90.0,99.0,103.0,109.0,125.0,147.0,168,188,227,295,317,360,455,448,423,403,429,433,502,523,575,646,742,850,995,1157,1293,1461,1639,1781,1944,2235,2473,2565,2655,2662,3002,3316,3587,3916,3999,4393,4744,5133,5956,6657,7328,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,남자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,8.0,8.0,7.0,7.0,8.0,13.0,16.0,17.0,19,21,23,24,37,35,37,54,49,66,74,79,70,60,55,61,70,81,83,91,104,120,139,162,190,212,241,272,297,326,379,421,433,448,448,523,589,637,694,700,789,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,여자,계,추계인구,0.0,398093.0,415111.0,433396.0,452110.0,471054.0,490937.0,515774.0,541120.0,567198.0,594094.0,622244.0,652880.0,678272.0,701449.0,732148.0,765170.0,790659.0,817406.0,848273.0,884957.0,939238.0,979520.0,1021288.0,1063830.0,1107181.0,1151148.0,1171826.0,1193973.0,1216876.0,1232095.0,1245141.0,1258698.0,1268375.0,1268441.0,1267511.0,1274227.0,1285584.0,1302589.0,1324937.0,1331212.0,1343436.0,1360714.0,1382425,1402285,1419887,1431409,1444209,1452882,1459830,1467336,1470695,1470912,1483621,1499419,1520432,1525560,1530365,1535135,1539782,1544259,1548559,1552595,1556329,1559731,1562736,1565276,1567328,1568879,1569789,1569926,1569318,1567928,1565767,1562832,1559113,1554585,1549196,1542914,1535713,1527606,1518554,1508583,1497688,398093.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,여자,0 0 4세,추계인구,0.0,50707.0,53099.0,55540.0,57680.0,59551.0,59664.0,61307.0,62716.0,64678.0,66856.0,70539.0,74499.0,77810.0,80250.0,81386.0,81750.0,80520.0,79171.0,78878.0,80824.0,83950.0,86931.0,91001.0,95509.0,100082.0,104359.0,103455.0,101224.0,98226.0,93945.0,89689.0,86561.0,81771.0,75677.0,70668.0,66278.0,62352.0,61382.0,62811.0,61820.0,62280.0,64151.0,66013,66280,66210,66351,65041,62361,58855,55777,50690,45844,43520,41795,40456,38123,36411,35122,34751,35266,36392,37728,38903,39907,40734,41392,41909,42314,42507,42405,42060,41518,40814,40101,39509,39006,38543,38075,37554,36942,36211,35349,34361,50707.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,여자,5 0 9세,추계인구,0.0,52047.0,51451.0,51352.0,51596.0,52451.0,53693.0,56654.0,59931.0,62442.0,64408.0,65138.0,66717.0,67113.0,67803.0,70112.0,73574.0,77118.0,81202.0,85045.0,87042.0,88297.0,87968.0,87158.0,87017.0,88424.0,91494.0,91855.0,94696.0,98159.0,101071.0,102877.0,101508.0,98545.0,93955.0,89296.0,86497.0,83521.0,79361.0,75513.0,71627.0,67288.0,63369.0,62746,63921,63913,64577,66228,66623,65683,65001,64796,63435,61679,59364,57492,53664,49443,46339,43868,41057,38697,36959,35686,35361,35911,37075,38452,39666,40703,41557,42238,42768,43178,43370,43251,42884,42320,41587,40849,40239,39715,39234,38750,52047.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,여자,10 0 14세,추계인구,0.0,53180.0,54798.0,56680.0,57445.0,57256.0,56885.0,56489.0,56143.0,56069.0,56820.0,58142.0,61485.0,64396.0,66376.0,68402.0,69807.0,70031.0,70068.0,70434.0,72176.0,76163.0,81461.0,87216.0,92207.0,95169.0,95924.0,94153.0,91014.0,89035.0,87936.0,88556.0,89405.0,92089.0,94390.0,96484.0,97379.0,96701.0,94558.0,92084.0,88817.0,86668.0,83875.0,80071,76096,72981,68401,64666,63208,63876,63414,63755,65094,66105,66074,66320,66848,65863,63823,60754,58120,54175,49878,46696,44138,41296,38932,37192,35930,35630,36191,37361,38744,39969,41014,41873,42556,43089,43500,43687,43560,43184,42607,41866,53180.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),인천광역시,여자,15 0 19세,추계인구,0.0,43179.0,47683.0,52335.0,57523.0,62556.0,66981.0,70093.0,72697.0,74733.0,75616.0,75664.0,74207.0,72507.0,71506.0,72449.0,74340.0,75951.0,77521.0,78798.0,79464.0,80124.0,80562.0,80582.0,80747.0,81948.0,84726.0,89214.0,94044.0,97809.0,98687.0,96889.0,93151.0,88693.0,84863.0,82823.0,83206.0,85382.0,88430.0,90971.0,92509.0,93671.0,94620.0,92758,90116,87762,86519,84015,80210,75676,72476,68052,64157,63445,64838,65234,65668,67202,68067,67648,67378,67856,66805,64719,61613,58914,54897,50570,47366,44765,41900,39566,37831,36593,36337,36924,38106,39496,40722,41771,42636,43322,43858,44267,43179.0
