가정별,성별,연령,항목,단위,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,년도
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,50 0 54세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489552,4525518,4454749,4357600,4186987,4037376,3902424,3795733,3828676,3903053,3995796,4023529,3972143,3798342,3624783,3432022,3283664,3219415,3223385,3233912,3318955,3420213,3493091,3541207,3581429,3543471,3484277,3403397,3338270,3246467,3092570,2922653,2784666,2602978,2435617,2370436,2364095,2327543,2321955,2363288,2377359,2355512,2339597,2337787,2289053,2206439,2096383,1986935,1843901,1693606,1571167,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,55 0 59세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113957,4070630,4241165,4282714,4369424,4430745,4464012,4390662,4296057,4128768,3981992,3849752,3745498,3779448,3854500,3947730,3976396,3926374,3754943,3583646,3393308,3246864,3183802,3188452,3199703,3284944,3386393,3459701,3508368,3549141,3512266,3454108,3374207,3309898,3219047,3066261,2897439,2760405,2579908,2413561,2348889,2342919,2306865,2301537,2343009,2357421,2336047,2320479,2318968,2270703,2188521,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,60 0 64세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4148113,4258023,4206371,4145447,4027429,4025319,3979843,4144352,4187525,4274866,4336981,4371471,4301450,4210113,4047345,3904499,3775934,3674878,3710015,3785719,3879320,3908992,3860689,3692432,3524160,3337080,3193292,3131927,3137551,3149829,3235369,3336937,3410538,3459606,3500788,3465096,3408289,3329895,3266948,3177611,3026550,2859346,2723596,2544674,2379720,2315782,2310350,2275051,2270201,2311930,2326766,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,65 0 69세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063850,3273889,3505611,3680311,3923695,4002843,4107465,4055523,3998866,3887285,3887625,3846909,4009940,4055097,4143378,4206530,4242533,4176794,4089536,3932621,3794890,3671185,3574534,3611346,3687675,3781491,3812337,3766254,3602388,3438566,3256274,3116283,3057161,3063807,3077114,3162709,3264138,3338106,3387841,3429720,3395847,3340965,3264452,3203196,3115797,2967085,2802337,2668712,2492361,2329730,2267020,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,70 0 74세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164766,2234254,2319995,2520815,2742535,2904089,3103463,3323585,3494084,3729754,3807515,3910450,3862942,3812736,3710774,3714771,3680747,3841206,3888359,3977147,4040783,4078023,4017988,3936236,3787308,3656736,3540214,3450133,3489417,3566680,3660617,3692629,3649054,3491021,3333306,3157914,3023653,2968165,2976599,2991688,3077534,3178499,3252310,3302312,3344522,3312957,3261014,3187721,3129455,3045359,2900450,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,75 0 79세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596539,1636485,1720727,1814360,1902356,1974071,2041269,2122190,2311801,2517145,2669665,2856462,3062001,3226370,3450124,3524847,3624160,3581617,3539930,3451994,3459932,3435111,3590017,3639022,3726809,3789407,3827444,3776026,3702410,3566466,3447313,3341767,3261520,3303537,3380506,3472756,3505228,3465015,3316820,3169824,3006810,2882502,2832640,2843230,2860417,2945720,3045242,3118644,3169058,3211570,3183751,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,80세이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155978,2287646,2374442,2461498,2496932,2631169,2759306,2874764,2996752,3070052,3218201,3358079,3500206,3745855,3961589,4195923,4452008,4724227,5048744,5395519,5619899,5882237,6028342,6220345,6387227,6530084,6680103,6889516,7046106,7219149,7348685,7462858,7551846,7575680,7562504,7532776,7511240,7498771,7544814,7593929,7646366,7652157,7599893,7505161,7417622,7323521,7228445,7154672,7102549,7064586,7083433,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238755,1310948,1319526,1331955,1295063,1328565,1368702,1441101,1522140,1592612,1658947,1721182,1794426,1964639,2141875,2277768,2441727,2620527,2771118,2970796,3036111,3125297,3088287,3058959,2992253,3004261,2993344,3136238,3186640,3271507,3330689,3367345,3328013,3265275,3149075,3047809,2960952,2898442,2945030,3020735,3108797,3140300,3103760,2972209,2843966,2703541,2598146,2559454,2574387,2595423,2678644,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646358,685128,734743,772721,808172,873234,928177,933217,940956,911928,944453,981185,1036376,1097990,1144839,1200219,1251869,1310367,1445484,1577252,1682520,1806899,1941201,2063445,2218838,2265816,2335511,2305976,2292629,2255443,2271005,2274713,2391072,2435776,2506705,2553662,2584207,2561759,2516279,2432033,2359428,2300526,2261994,2309341,2376045,2450615,2477348,2447582,2346199,2250697,2147893,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218926,235349,257173,286895,317650,344527,368560,396536,417422,437188,475148,505979,507418,510987,492831,518568,545564,578538,614721,636368,672981,706320,742526,827590,902436,965553,1038839,1117291,1197069,1293668,1318148,1359577,1337723,1335654,1322556,1335069,1346983,1423525,1455737,1503856,1533203,1552863,1544347,1516764,1468081,1427321,1399178,1386135,1427444,1476624,1527481,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45030,48504,55610,62404,68068,75864,83566,92119,103096,114077,123675,132027,142348,150154,157638,172857,184523,184083,184840,176739,190275,203141,215987,229847,235103,251573,266001,280957,317753,346265,371743,400315,430539,465274,504685,510629,526821,515689,518725,518531,525411,534750,568719,583047,603805,614650,622834,622262,611333,593209,578412,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),전체,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6909,7717,7390,7523,7979,8979,10301,11791,13138,14247,15978,17706,19638,22085,24406,26511,28325,30712,32581,34364,38012,40580,40341,40504,38597,42881,46408,49054,52015,52266,57100,60908,64499,73701,79483,85607,92277,99356,109043,118774,119527,123718,121073,123800,125725,127394,130939,139239,143186,148633,151003,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,계,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25818686,25856911,25827368,25744507,25651214,25551591,25448402,25341305,25230566,25115113,24995188,24870162,24738377,24599995,24455176,24303162,24141500,23968513,23786963,23598888,23402395,23196990,22983219,22762670,22535938,22301496,22059742,21810925,21554733,21291589,21022390,20747877,20466210,20177319,19884036,19587164,19288728,18990126,18690437,18390172,18090336,17791594,17494080,17198829,16906384,16617311,16332081,16049700,15769107,15490561,15215398,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,0 0 4세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766227,710393,659837,616225,576937,544607,523322,513506,512604,519176,527952,534275,538043,539330,538419,535758,530698,522813,513010,502052,490495,479862,471251,464175,458007,452040,445573,437992,428836,417845,404979,390400,374449,357604,340414,323446,307232,292231,278786,267124,257344,249424,243245,238601,235226,232825,231093,229741,228521,227237,225750,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,5 0 9세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097221,1039265,981026,904515,824379,757901,702511,652241,609232,570460,538549,517544,507872,507008,513538,522229,528474,532195,533464,532564,529936,524937,517146,507462,496637,485217,474714,466215,459232,453143,447250,440863,433376,424330,413470,400754,386346,370584,353940,336955,320189,304172,289351,276071,264553,254895,247076,240976,236392,233062,230691,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,10 0 14세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189663,1176992,1166865,1163729,1136490,1091768,1033635,975569,899613,820051,754083,699114,649215,606540,568061,536392,515551,505953,505100,511600,520242,526443,530139,531402,530510,527901,522936,515201,505590,494844,483507,473078,464643,457710,451665,445819,439480,432045,423065,412282,399657,385348,369698,353171,336303,319657,303753,289039,275853,264419,254832,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,15 0 19세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183580,1188382,1170461,1165926,1185209,1191355,1178008,1167884,1164820,1137741,1093283,1035514,977845,902363,823347,757882,703324,653783,611419,573214,541784,521130,511643,510834,517322,525920,532080,535750,537005,536118,533527,528593,520900,511346,500670,489407,479052,470682,463802,457800,451992,445697,438310,429382,418663,406111,391888,376334,359908,343145,326604,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,20 0 24세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620461,1548418,1481180,1382326,1293195,1256905,1251316,1230445,1226218,1245268,1251346,1238290,1228316,1225059,1198093,1154117,1096809,1039486,964562,886458,821922,768141,719264,677450,639706,608702,588438,579279,578684,585230,593762,599832,603438,604651,603747,601163,596260,588618,579129,568538,557391,547173,538925,532147,526229,520492,514262,506937,498081,487446,474993,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,25 0 29세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933726,1915030,1871897,1829194,1774660,1692613,1603048,1527512,1429816,1341424,1305482,1299819,1278789,1274703,1293904,1299959,1286873,1277156,1274395,1247816,1204307,1147802,1091495,1017553,940198,876219,822903,774456,733056,695699,664985,644831,635613,634888,641318,649790,655842,659460,660708,659857,657335,652512,644986,635640,625195,614171,604042,595864,589147,583285,577612,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,30 0 34세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796779,1883769,1933167,1960866,1983336,1958556,1918443,1869365,1827022,1772746,1690812,1601299,1525833,1428240,1339923,1304039,1298487,1277551,1273489,1292766,1298927,1285922,1276226,1273494,1246976,1203465,1146910,1090540,1016546,939134,875104,821745,773248,731800,694402,663658,643499,634301,633605,640071,648577,654662,658306,659574,658740,656232,651418,643893,634540,624087,613054,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,35 0 39세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808706,1750417,1727533,1737515,1747277,1798816,1860549,1904113,1932123,1954793,1930303,1890481,1841684,1799595,1745600,1663964,1574730,1499510,1402219,1314171,1278429,1272981,1252179,1248192,1267516,1273759,1260862,1251242,1248580,1222171,1178772,1122330,1066060,992184,914885,850940,797652,749223,707835,670488,639791,619671,610501,609829,616313,624839,630946,634614,635906,635091,632604,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,40 0 44세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067075,2086987,2066361,1980215,1893795,1797448,1725757,1699354,1709685,1719727,1771326,1833080,1876736,1904887,1927708,1903554,1864078,1815618,1773840,1720200,1638967,1550130,1475247,1378352,1290643,1255075,1249749,1229116,1225231,1244611,1250958,1238206,1228689,1226106,1199832,1156571,1100278,1044146,970439,893293,829464,776272,727925,686606,649322,618678,598603,589467,588820,595327,603876,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,45 0 49세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061862,1995376,1945015,1963293,2005156,2051946,2067974,2045093,1960023,1874539,1779152,1708210,1682259,1692837,1703180,1754849,1816627,1860397,1888731,1911759,1888043,1849008,1800994,1759622,1706415,1625657,1537287,1462793,1366357,1279026,1243643,1238466,1218037,1214261,1233701,1240161,1227569,1218172,1215712,1189624,1146541,1090424,1034429,960888,883888,820159,767053,718786,677531,640302,609706,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,50 0 54세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258061,2281336,2249962,2202622,2116027,2041086,1975141,1923169,1942001,1984135,2031127,2047634,2025497,1941730,1857476,1763373,1693393,1668001,1678888,1689637,1741410,1803268,1847269,1875910,1899235,1876114,1837692,1790297,1749465,1696830,1616713,1528960,1454952,1359079,1272205,1237023,1232002,1211851,1208252,1227814,1234483,1222135,1212896,1210582,1184733,1141882,1085993,1030186,956856,880024,816403,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,55 0 59세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068112,2034360,2114972,2137713,2181161,2217071,2239990,2207904,2162288,2078002,2005048,1941033,1890792,1910303,1952845,2000142,2017211,1995946,1913840,1831242,1738902,1670306,1645779,1657161,1668463,1720377,1782337,1826639,1855660,1879332,1857009,1819434,1772825,1732649,1680739,1601409,1514421,1441110,1346119,1259997,1225202,1220470,1200692,1197307,1217008,1223943,1211949,1202969,1200863,1175332,1132794,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,60 0 64세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042614,2101790,2080210,2056726,2007401,2006678,1974216,2052079,2075898,2119750,2156104,2179822,2150075,2106759,2025722,1955588,1894134,1846111,1866443,1909429,1957024,1974814,1954806,1875039,1794711,1704776,1638106,1614802,1626842,1638815,1690899,1752963,1797520,1826863,1850851,1829384,1792779,1747269,1708149,1657372,1579293,1493512,1421186,1327382,1242321,1208112,1203807,1184588,1181539,1201416,1208653,0.0
저위 추계(최소인구 추계: 출산율0저위 / 기대수명0저위 / 국제순이동0저위),남자,65 0 69세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478069,1584612,1698724,1782667,1900236,1941522,1998649,1977834,1957257,1912243,1913224,1884410,1961313,1986438,2030948,2067912,2092450,2065529,2025080,1948320,1881960,1824033,1779227,1800839,1844344,1892218,1910880,1892488,1815815,1738564,1652020,1588135,1566478,1579237,1591951,1643977,1705787,1750532,1780376,1804867,1784743,1749642,1705597,1667846,1618606,1542282,1458296,1387535,1295543,1212102,1178786,0.0
